Date Created,Number of Likes,Source of Tweet,Tweets
2020-09-27 07:33:16+00:00,13,Twitter for iPhone,"Վերջին ժամերին գրանցվում են բազմաթիվ դեպքեր, երբ հանրապետության ողջ տարածքում զինվորական կոմիսարիատներ են դիմում անհատ քաղաքացիներ և խմբեր (մինչև 10000 մարդ)՝ զինվորագրման և արցախա-ադրբեջանական շփման գիծ մեկնելու խնդրանքով։"
2020-09-27 07:31:45+00:00,3,Twitter for iPhone,Արցախի Հանրապետության Պաշտպանության բանակ https://t.co/By4jjxoDUU
2020-09-27 07:21:51+00:00,16,Twitter for iPhone,Destruction of Azerbaijani military equipment and manpower https://t.co/UMXNKxXbVJ
2020-09-27 07:08:57+00:00,22,Twitter for iPhone,The International Criminal Court is awaiting war criminal Aliev and his military-political elite.
2020-09-27 07:08:57+00:00,286,Twitter for iPhone,"The Azerbaijani dictator not only committed an international crime, but also closed social networks so that people in Azerbaijan would not be informed about their losses due to the provocation the dictator unleashed."
2020-09-27 07:02:07+00:00,5,Twitter for iPhone,"As a result of #Azerbaijan shelling a woman &amp; a child were killed in #Martuni region of #Artsakh/Karabakh, 2 civilians are wounded.
Some schools have been also targetted. There're other civilian casualties, too.  @Artak_Beglaryan"
2020-09-27 06:49:48+00:00,3,Twitter for iPhone,Ադրբեջանի հարձակման հետևանքով կան կորուստներ խաղաղ բնակչության շրջանում. Արցախի օմբուդսմեն
2020-09-27 06:21:26+00:00,3,Twitter for iPhone,ՀՀ ԶՈՒ-ն հյուսիսարևելյան ուղղությամբ խոցել է հակառակորդի ԱԹՍ։
2020-09-27 06:13:59+00:00,27,Twitter for iPhone,"Նպատակը մեկն է՝ ջարդել թշնամու ողնաշարը բոլոր ուղղություններով՝ ռազմականից մինչև դիվանագիտական։ 

Կեցցե՜, Հայ Ազգը, կեցցե՜ Արցախի Հանրապետությունը, կեցցե’ Հայաստանի Հանրապետությունը, կեցցե՜ Հայոց Բանակը։"
2020-09-27 06:13:58+00:00,88,Twitter for iPhone,"Հարգելի՜ հայրենակիցներ, 
թշնամին հարձակվել է մեր հայրենիքի վրա։ 

Այսօր լուսադեմից սկսած մի կողմ ենք թողել բոլոր ներքին տարաձայնությունները՝ մեկտեղելով մեր բոլորիս ջանքերը՝ հանուն մեր պետականության ու ռազմական նոր հաջողությունների։"
2020-09-27 05:54:41+00:00,1,Twitter for iPhone,"В то же время заявляем, что наш ответ будет соразмерным, и всю ответственность за ситуацию несет военно-политическое руководство Азербайджана."
2020-09-27 05:54:40+00:00,0,Twitter for iPhone,"Сегодня рано утром по всему периметру линии соприкосновения противник начал активный артиллерийский обстрел. Обстреливаются также мирные населенные пункты, в том числе столица Степанакерт. Призываем население укрыться в убежищах."
2020-09-27 05:54:24+00:00,1,Twitter for iPhone,"Արցախի խաղաղ բնակչությանը  կոչ ենք անում պատսպարվել ու փողոց դուրս չգալ, քանի որ հակառակորդը շարունակում է հրետակոծել քաղաքացիական բնակավայրերը, այդ թվում՝ մայրաքաղաք Ստեփանակերտը: ՀՀ ՊՆ"
2020-09-27 05:38:58+00:00,4,Twitter for iPhone,#հաղթելուենք
2020-09-27 05:30:01+00:00,8,Twitter for iPhone,"Հայկական կողմը խոցել է հակառակորդի երկու ուղղաթիռ, երեք ԱԹՍ և երեք տանկ: ՀՀ ՊՆ"
2020-09-27 05:29:22+00:00,6,Twitter for iPhone,"""Early this morning, the enemy launched an active offensive along the entire line of contact.  Peaceful settlements, including the capital Stepanakert, are also being shelled.  We call on the population to take refuge. ""

 Speaker of the Artsakh President
 Vahram Poghosyan"
2020-09-27 05:25:01+00:00,4,Twitter for iPhone,"We call all the friends of the Armenian people to do their best in protecting the inherent rights of people to life and security !

God bless the Armenian people !"
2020-09-27 05:25:01+00:00,2,Twitter for iPhone,"We call the international community, International organizations, all those who believe in humanity to condemn any attempt of violation of peace and security."
2020-09-27 05:25:01+00:00,5,Twitter for iPhone,"Azerbaijan has launched military aggression against the Republic of Artsakh along the whole borderline, including villages and the capital - Stepanakert, targeting civilian population and infrastructures, violating the basic principles of International Law."
2020-09-25 15:06:36+00:00,0,Twitter for iPhone,"Մինչդեռ նախորդ Աժ կառավարություն հարցուպատասխանի ժամանակ վարչապետն @NikolPashinyan ասում էր, որ ՍԴ ճգնաժամն ավարտվել է ..."
2020-09-25 15:06:36+00:00,2,Twitter for iPhone,"ՍԴ-ն ունի 9 դատավոր: 

Երվանդ Խունդկարյանի օգտին քվեարկել է 2 դատավոր՝ ինքը և մեկ այլ դատավոր։ 3 դատավոր դեմ են քվեարկել, իսկ մնացած 4 դատավորները չեն մասնակցել քվեարկությանը:

Երվանդ Խունդկարյանը 9 հնարավոր ձայներից ստացել է մեկ ձայն՝ չհաշված իր ձայնը:"
2020-09-25 13:02:23+00:00,1,Twitter for iPhone,Վարչապետը պետք է ԱԺ֊ին պարզաբանում տա Ադրբեջանի հետ տարվող բանակցությունների շրջանակներում իր իսկ կողմից որակված «այսպես կոչված կոնֆիդենցիալ» տեղեկատվության փոխանակման վերաբերյալ։
2020-09-21 07:28:08+00:00,4,Twitter for iPhone,"Dear compatriots,
I congratulate all of us on the Independence Day of the Republic of Armenia. There are many challenges and difficulties, often disappointing, but the will of the Armenian people to have a strong Armenia, a sovereign, democratic and legal state is unwavering. https://t.co/WRYzgb3M18"
2020-09-17 20:25:41+00:00,5,Twitter for iPhone,"Վարչապետի ինքնաթիռը ներկելու ծախսը չեն հրապարակում պնդելով, որ այն պետ. գաղտնիք է:"
2020-09-17 09:53:56+00:00,3,Twitter for iPhone,"Today the National Assembly rejected the request to express mistrust to to the Minister of Education, Science, Culture and Sports Arayik Harutyunyan. The ruling majority is fully responsible for the failures of the sector. https://t.co/ioM8GWQqI2"
2020-09-14 15:36:47+00:00,0,Twitter for iPhone,@HelenFazey @BrightArmenia For us it was also a great pleasure!
2020-09-14 15:12:50+00:00,3,Twitter for iPhone,"Today @BrightArmenia met with @HelenFazey, Chargé d'Affaires of the #UK Embassy in Armenia.  We discussed issues related to the intensification of cooperation between the parliamentarians of the two countries and the strengthening of our country’s relations. https://t.co/06J5TKoElt"
2020-09-11 18:45:42+00:00,1,Twitter for iPhone,Our prayers are with the families of victims and those who fight terrorism throughout the world since then and till now to make sure the world becomes a better place to live for its every single citizen.
2020-09-11 18:45:41+00:00,5,Twitter for iPhone,"Dear American Friends,
Please accept my cordial condolences on this day of commemoration of the innocent victims of 9/11. May God bless their souls and may never such a horror, such an act against humanity be repeated in any corner of the world. https://t.co/DQKdLt0cuV"
2020-09-11 12:56:25+00:00,4,Twitter for iPhone,Air France-ը վերսկսում է Փարիզ-Երեւան-Փարիզ կանոնավոր չվերթները
2020-09-10 10:37:15+00:00,4,Twitter for iPhone,"Չկա պետություն, որը համավարակի ժամանակ հարկային բեռ է ավելացրել, բացի Հայաստանից..."
2020-09-10 10:35:34+00:00,5,Twitter for iPhone,"Այսօր վարչապետը հայտարարել է, որ այս տարի աշխատատեղերն ավելացել են մոտ 6,6 հազարով. Մեկ մարդու աշխատավարձը աճել է միջինը 13,8 հազարով. Արդյո՞ք այս թվերը վստահելի են ըստ քաղաքացիների:"
2020-09-10 06:40:04+00:00,1,Twitter for iPhone,Մեքենաների վրա գազի բալոն տեղադրելը կթանկանա: ՀՀ կառավարության նախագծով
2020-09-09 09:57:23+00:00,3,Twitter for iPhone,"Փողոցում փուչիկ, գրիչ, անձեռոցիկ վաճառողները պետք է ՀԴՄ կտրոն տան: Երևանի ավագանի"
2020-09-08 09:23:13+00:00,3,Twitter for iPhone,"Շնորհակալություն Արցախ այցելելու սահմանափակումները հանելու համար:

https://t.co/6Yj9pKYa9s"
2020-09-08 08:51:49+00:00,2,Twitter for iPhone,"Նախագծով առաջարկվում է արգելել գիշերային ժամերին՝ 22:00-07:00-ն, վարկերի տրամադրումը:

https://t.co/vfbzCrHZBh"
2020-09-06 06:39:52+00:00,1,Twitter for iPhone,Patience is the ability to count down before you blast off.  ~ Author Unknown
2020-09-03 06:57:33+00:00,9,Twitter for iPhone,Սիրում են բոլորիդ...
2020-09-02 17:48:57+00:00,7,Twitter for iPhone,US Ambassador to Armenia @usembarmenia Lynne Tracey participated and had a great speech on the 4th graduation ceremony of @ArmeniaIlp. https://t.co/yB9yWUB6dx
2020-09-02 13:18:23+00:00,1,Twitter for iPhone,"@Robbie_Raul Կներեք Դուք հո դատախազ չեք, որ հիմա մեղադրողի դերում եք հանդես գալիս... եկեք թողնենք նախաքննությունն ամեն բան պարզի, իսկ, եթե չի պազի դատաքննության ժամանակ բոլորս կիմանանք: Հիմա փաատաբանների հասցեին վիրավորանք ինչո՞ւ եք գրում:"
2020-09-02 13:12:11+00:00,0,Twitter for iPhone,"@Robbie_Raul Մենք ոչինչ կասկածի տակ դեռ չեմ դրել այլ ասում ենք, որ կարող է նախաքննությունը գնալ առանց կալանավորման: Սա էլ ծանոթացեք https://t.co/jDUmKPPfSi"
2020-09-02 13:06:25+00:00,0,Twitter for iPhone,"@Robbie_Raul @gokudera9494 Ահա շարժառիթը 

https://t.co/AiB2ujVxoG"
2020-09-02 12:25:58+00:00,6,Twitter for iPhone,Շնորհավոր Տոնդ Ազատ Արցախ !!! https://t.co/EumsdFuLko
2020-09-02 06:54:52+00:00,4,Twitter for iPhone,Գոնե մարդկանց Վարկային ու հարկային արձակուրդ տրամադրեին նոր արձակուրդ գնային:
2020-08-31 16:10:40+00:00,5,Twitter for iPhone,ՌԴ-ի հետ սահմանը վաղվանից բացվելու մասին լուրերը իրականությանը չեն համապատասխանում:
2020-08-30 09:41:53+00:00,5,Twitter for iPhone,"Դուք ամեն օր պնդեք, որ Աժ Քննիչ հանձնաժողովը ժամանակավրեպ է..."
2020-08-30 09:41:52+00:00,10,Twitter for iPhone,"Տեսնես աշխարհի էլ որ երկրում է առողջապահության նախարարը արձանագրել 877 մահ կորոնավիրուսից, 267 մահ այլ պատճառով, սակայն կրկին կորոնավիրուսով պայմանավորված և այդ պայմաններում մեկնել արձակուրդ: Այսինքն արձանագրել 1044 մահ, դեռևս չհաղթահարել համավարակը ու գնալ արձակուրդ... https://t.co/sY2U64UP9d"
2020-08-29 11:40:26+00:00,3,Twitter for iPhone,"Հանդիպում Լուսավոր Հայաստանին անդամագրված համակիրների հետ: 

Մեզ միանալու համար կարող եք այցելել գրասենյակ կամ գրել մեր ֆեյսբուքյան պաշտոնական էջերին: https://t.co/kunJRslELB"
2020-08-28 09:04:19+00:00,6,Twitter Web App,"Մարզերում նույնպես մանկապարտեզները պետք է անվճար լինեն

https://t.co/L6DVNMiGT8"
2020-08-27 14:21:40+00:00,9,Twitter for iPhone,Բազմաթիվ մարդկային կյանքեր փրկելու և երկարամյա անձնուրաց աշխատանքի համար բժիշկ Հագոպ (Հրայր) Հովագուիմիանին շնորհվել է Ազգային հերոսի կոչում: https://t.co/CidEnJ6vwY
2020-08-27 09:35:20+00:00,6,Twitter for iPhone,Արտակարգ դրությունն այլևս չի երկարաձգվի.
2020-08-27 06:41:39+00:00,3,Twitter Web App,"Այն  հեռուստաընկերությունները, որոնք զբաղեցնում են հանրային մուլտիպլեքս, պարտավոր են անաչառ լինել և հավասարապես հարթակ տրամադրել բոլորին. Էդմոն Մարուքյան

https://t.co/ln7p3nO0eK"
2020-08-26 10:22:13+00:00,5,Twitter Web App,"Ոչ մի լավ մասնագետ չի համաձայնելու աշխատել մի կառավարությունում, որտեղ իր ձայնը չեն լսելու, և մի ինչ որ պահից ինքը դառնալու է սաբոտաժ անող, քավության նոխազ կամ դավաճան. Էդմոն Մարուքյան

https://t.co/hwgSLrvwjr"
2020-08-25 07:01:52+00:00,2,Twitter Web App,"Արտակարգ դրությունը օգնու՞մ է, թե՞ վնասում

https://t.co/FouJehprpI"
2020-08-24 14:44:55+00:00,2,Twitter for iPhone,"Մինչդեռ, ՀՀ կառավարությունը, ունենալով դիվանագիտական և եղբայրական հարաբերություններ Վրաստանի հետ` դեռևս չի կարողանում կամ չի ցանկանում բանակցությունների միջոցով լուծել Վրաստանի տարածքով ՀՀ քաղաքացիներին իրենց մեքենաներով հայրենիք վերադարձնելու խնդիրը։"
2020-08-24 14:44:54+00:00,0,Twitter for iPhone,"Իմ ունեցած տեղեկությունների համաձայն՝ ՌԴ քաղաքացիություն ունեցող մոտ 60 մեր հայրենակիցների համար, ովքեր մեկնել էին Բագրատաշեն` ռուսական կառավարությունը, չունենալով դիվանագիտական հարաբերություններ Վրաստանի հետ, կարողացել է բանակցել և հասնել նրան,"
2020-08-24 14:44:54+00:00,4,Twitter for iPhone,"Վարջապես կամ բանակցեք կամ ասեք, որ չեք բանակցելու մարդիկ հույսով չսպասեն... @NikolPashinyan"
2020-08-24 11:04:07+00:00,0,Twitter for iPhone,Ըստ այդմ՝ առաջարկում եմ ՀՀ քաղաքացիների մասով Արցախ գնալու համար COVID-19-ի տեստ հանձնելու պարտադիր պահանջը չեղարկել:
2020-08-24 11:04:07+00:00,0,Twitter for iPhone,"Արդյունքում՝ Արցախի զբոսաշրջության ոլորտը զրկվում է բավականին խոշոր ֆինանսական մուտքերից, ինչն էլ իր բացասական ազդեցությունն է թողնում ԱՀ ընդհանուր տնտեսական վիճակի վրա։

Խոսքն ամենևին զինծառայողներին այցելելու մասին չէ. տեսակցությունների արգելքն ուժի մեջ է:"
2020-08-24 11:04:06+00:00,0,Twitter for iPhone,"Բազմաթիվ քաղաքացիներ ընտանիքներով ցանկանում են մեկնել ԱՀ՝ այնտեղ անցկացնելու ամառային հանգիստը, սակայն, խուսափելով հատկապես երեխաների համար նոր կորոնավիրուսի տեստ հանձնելու անհարմարություններից, ունենալով մեծ ցանկություն՝ չեն այցելում Արցախ։"
2020-08-24 11:04:06+00:00,3,Twitter for iPhone,Ոչ մի տրամաբանություն չկա Արցախ այցելելու համար ՀՀ քաղաքացիների կողմից տեստ հանձնելու պարտադիր պահանջի մեջ։
2020-08-24 06:37:03+00:00,0,Twitter Web App,"Արդյո՞ք մայրաքաղաքի ղեկավարն իրավունք ուներ «թաքնվել», երբ համավարակը մոլեգնում էր երկրում

https://t.co/WD6lCnrFJD"
2020-08-23 20:01:30+00:00,0,Twitter for iPhone,"Ձեր նամակներին ի պատասխան տեղեկացնում եմ, որ կառավարությունից դեռ որևէ արձագանք չեմ ստացել Վրաստանի ցամաքային սահմանով` անձնական մեքենաներով վերադառնալու կամ կանոնավոր չվերթները վերականգնելու վերաբերյալ: Ակնհայտ է, որ այդ արձագանքին շատերս ենք սպասում: Ստանալուն պես կտեղեկացնեմ:"
2020-08-23 10:51:05+00:00,3,Twitter for iPhone,Աստված պահապան Հայաստանի Հանրապետությանը։
2020-08-23 10:51:05+00:00,2,Twitter for iPhone,"Դա հնավոր էր անել համավարակի առկայության պայմաններում և նույնիսկ պարտադիր էր, քանի որ մենք ամեն օր չենք նշում Անկախության հռչակագրի 30-ամյակը։ 

Ինչևիցե... շնորհավորում եմ բոլորիս, ինչպես հայաստանցիներին, այնպես էլ աշխարհասփյուռ հայությանը այս բացառիկ տոնի առթիվ։"
2020-08-23 10:51:05+00:00,1,Twitter for iPhone,Լուսավոր Հայաստան կուսակցության և իմ համոզմամբ՝ այս օրը Հայաստանի Հանրապետությունում պետք է հիշատակվեր պետական ամենաբարձր մակարդակով: Առնվազն պետք է օրվա խորհուրդն ընդգծող միջոցառումներ կազմակերպվեին։
2020-08-23 10:51:04+00:00,0,Twitter for iPhone,"Ասվածից հետևում է, որ Անկախության հռչակագիրը զուտ փաստաթուղթ չէ, այն պետականության հիմնասյուներից է, դրա առաջադրած գաղափարներն ու սկզբունքները փոփոխման և վերանայման ենթակա չեն, դրանք մշտապես ուղեկցելու են Հայաստանի Հանրապետությանն ու հայ ժողովրդին։"
2020-08-23 10:51:04+00:00,0,Twitter for iPhone,"Փաստացի, Հայաստանի Առաջին Հանրապետության անկումից 70 տարի անց՝ հայ ժողովուրդը վերստին հնարավորություն էր ստանում ինքնուրույն որոշումներ կայացնել և ստեղծել իր պետությունը։"
2020-08-23 10:51:04+00:00,5,Twitter for iPhone,"Սիրելի՛ հայրենակիցներ, 

30 տարի առաջ այս օրը Գերագույն խորհուրդը ընդունեց Հայաստանի անկախության հռչակագիրը։ 

Սա, իրավամբ, Հայաստանի պատմության վերջին 600-700 տարիների ամենակարևոր փաստաթղթերից մեկն էր, որի հիմքի վրա մեկնարկեց անկախության վերականգնման գործընթացը։ https://t.co/kZ8keXEh84"
2020-08-23 06:33:55+00:00,2,Twitter Web App,"Հուսով եմ ՀՀ խորհրդարանական պրակտիկայում կստեղծվի նախադեպ, որ ընդդիմությունը կնախաձեռնի նախարարին պաշտոնանկ անելու գործընթաց, և իշխող ուժը նույնպես, համաձայն լինելով, կմասնակցի այդ քվեարկությանը և իր նախարարին կհեռացնի. Էդմոն Մարուքյան

https://t.co/TFhfFzG53M"
2020-08-22 06:46:01+00:00,2,Twitter Web App,"Մեր նպատակն է ստեղծել այլընտրանքային համակարգ, որը կլինի Հայաստանի զարգացման լոկոմոտիվը. Էդմոն Մարուքյան

https://t.co/3HIb3Rp895"
2020-08-22 06:15:44+00:00,4,Twitter for iPhone,Բարի լույս... https://t.co/zdvo5A7HFU
2020-08-21 15:40:20+00:00,1,Twitter for iPhone,Այսօր Գյումրիում կայացավ «Լուսավոր Հայաստան» կուսակցության Գյումրու գրասենյակի բացման արարողությունը: https://t.co/4Y8pD8AFVy
2020-08-21 13:07:39+00:00,3,Twitter for iPhone,🙏 https://t.co/O9o7agdpMy
2020-08-21 11:08:12+00:00,2,Twitter for iPhone,"Վեհափառ Տեր, Լուսավոր Հայաստան կուսակցության և ԱԺ համանուն խմբակցության  անունից շնորհավորում ենք Ձերդ Սրբությանը՝ ծննդյան տոնի առթիվ: https://t.co/6wx67qnKkm"
2020-08-21 09:12:51+00:00,2,Twitter for iPhone,Լուսավոր Հայաստան կուսակցության Գյումրու գրասենյակի բացումը: https://t.co/L855dS5WBj
2020-08-21 08:10:38+00:00,1,Twitter for iPhone,"Պետք է նախ ձևավորել գործող իշխանության այլընտրանքը, նոր խոսել իշխանափոխության քայլերի մասին. Էդմոն Մարուքյան

https://t.co/ssiNSotd3B"
2020-08-20 19:36:32+00:00,4,Twitter for iPhone,"Ի՞նչ եք կարծում, արդյոք, Պարետը կամ Վարչապետը կբանակցե՞ն Վրաստանի հետ, որպեսզի մեր քաղաքացիները հատեն սահմանը սեփական մեքենաներով ու գան Հայաստան:"
2020-08-20 08:26:22+00:00,1,Twitter for iPhone,"Քննիչ հանձնաժողովը պետք է բացահայտի թույլ տրված խախտումները,  խորհրդարանին տա եզրակացություն, ինչից հետո նոր կարելի է պահանջել թերացած անձանց հրաժարականները. Էդմոն Մարուքյան

https://t.co/zXqzYjUJ5v"
2020-08-19 10:52:47+00:00,3,Twitter for iPhone,"Ասում են, որ լավ եմ խոցել թիրախները ;) https://t.co/wCHIQmHrKp"
2020-08-19 09:06:09+00:00,0,Twitter for iPhone,"Տեղեկացնում ենք նաև, որ դիմումը ներկայացվել է համատեղ ստորգրված` «Լուսավոր Հայաստան» և «Բարգավաճ Հայաստան» խմբակցությունների անհրաժեշտ քանակի պատգամավորների կողմից:"
2020-08-19 09:06:08+00:00,1,Twitter for iPhone,"ԵՐԿՐՈՐԴ ՀԻՄՆԱԽՆԴԻՐ.

Հանրապետության նախագահին Սահմանադրության փոփոխություններն ստորագրելու և հրապարակելու լիազորությունից զրկելը հակասում է Սահմանադրությանը։"
2020-08-19 09:06:08+00:00,0,Twitter for iPhone,"բովանդակային իմաստով փոփոխության է ենթարկել Սահմանադրության՝ դատական իշխանությանը վերաբերող 7-րդ գլխի կարգավորման ներքո գտնվող Սահմանադրական դատարանի կազմավորման կարգի մեջ։ 

✅  Ազգային ժողովի և Ազգային ժողովի մարմինների սահմանադրական լիազորությունների առնչությամբ առկա է վեճ։"
2020-08-19 09:06:08+00:00,0,Twitter for iPhone,"✅ Ազգային ժողովը դուրս է եկել իր սահմանդրական լիազորությունների շրջանակից՝ խախտելով Սահմանադրությունը, երբ, փաստացի փոփոխության ենթարկելով Սահմանադրության իրացված անցումային դրույթ 213-րդ հոդվածը,"
2020-08-19 09:06:07+00:00,0,Twitter for iPhone,"✅ Ազգային ժողովի կանոնակարգի 86-րդ հոդվածի 2-րդ մասը՝ այն իմաստով, որ սահմանում է Սահմանադրական դատարան դիմելու Ազգային ժողովի հայեցողական լիազորություն, հակասում է Սահմանադրության 168-րդ հոդվածի 2-րդ կետին եվ 169-րդ հոդվածի 2-րդ մասին և հակասահմանադրական է:"
2020-08-19 09:06:07+00:00,0,Twitter for iPhone,"Այս համատեքստում՝ 

✅  Ազգային ժողովը պարտավոր էր դիմել Սահմանադրական դատարան՝ սահմանադրական փոփոխությունների սահմանադրականության հարցով:"
2020-08-19 09:06:07+00:00,0,Twitter for iPhone,"ԱՌԱՋԻՆ ՀԻՄՆԱԽՆԴԻՐ. 

Ազգային ժողովը դուրս է եկել իր սահմանադրական լիազորություններից և խախտել Սահմանադրությունը, երբ սահմանադրական փոփոխությունները մինչև երկրորդ ընթերցում չի ուղարկել Սահմանադրական դատարան՝ Սահմանադրության համապատասխանության հարցը որոշելու համար։"
2020-08-19 09:06:06+00:00,0,Twitter for iPhone,Ներկայացնում ենք երեկ երեկոյան Սահմանադրական դատարան մուտքագրված դիմումի հիմնախնդիրները.
2020-08-19 09:06:06+00:00,2,Twitter for iPhone,"Հավատարիմ լինելով դեռևս հունիսի 22-ին մեր կողմից արված հայտարարությանը,  լինելով իրավական պետություն կառուցելու ջատագով և մերժելով ապօրինի եղանակների միջոցով ամեն գնով խնդիրները լուծելու քաղաքականությունը, ինչպես նաև իրավական գործընթացներն անհարկի քաղաքականացնելու փորձերը՝"
2020-08-19 06:30:09+00:00,2,Twitter Web App,"Հեղափոխությամբ իշխանության եկած ուժն իրավունք չունի տնտեսական բարդ  իրավիճակում իրեն նման ճոխություն թույլ տալ և անօրինական կերպով կրկնապատկել նախարարների, փոխնախարարների և մարզպետների աշխատավարձերը. Էդմոն Մարուքյան

https://t.co/yF850QnQtO"
2020-08-18 19:11:41+00:00,2,Twitter for iPhone,"""Власть чаще переходит из рук в руки, чем из головы в голову"" ~ Станислав Ежи Лец"
2020-08-18 07:39:59+00:00,3,Twitter for iPhone,"Change is hard at first, messy in the middle and gorgeous at the end.” - Robin Sharma"
2020-08-18 06:30:04+00:00,1,Twitter Web App,"Ժողովրդից  թալանված հարստությունը, որն իշխանությունը այդպես էլ  չկարողացավ վերադարձնել պետությանը, հիմա օգտագործվում է ժողովրդին մանիպուլյացնելու և երկրում գործող բոլոր առողջ բևեռներին «փչացնելու» նպատակով. Էդմոն Մարուքյան

https://t.co/Q7hiPHslMr"
2020-08-17 15:16:24+00:00,2,Twitter for iPhone,Տնտեսական աճի բացակայության պայմաններում պաշտոնյաները չպետք է ստանան պարգևավճար։
2020-08-17 06:56:23+00:00,4,Twitter for iPhone,Ուղիղ 2 տարի առաջ Կառավարության 100 օրը հանրահավաքով: @ManeTandilyan նախարար էր 🙂 https://t.co/eIojzb6Ody
2020-08-17 06:31:16+00:00,2,Twitter Web App,"Նախորդ իշխանության վերադարձն անհնար է, իսկ գործող իշխանությունն էլ ձախողել է: 
Այս պարագայում բոլոր լուծումները պետք է փնտրել այդ երկու ուժերից դուրս.Էդմոն Մարուքյան

https://t.co/NatOqVOVkG"
2020-08-16 06:32:42+00:00,3,Twitter Web App,"Ինչ որ պահերի ինձ մոտ տպավորություն է ստեղծվում, որ գործող իշխանությունն ու նախկին իշխանությունը պայմանավորված են. Էդմոն Մարուքյան

https://t.co/th9j5HxI0i"
2020-08-15 12:06:55+00:00,3,Twitter for iPhone,"Thus, I find it necessary to address this question very clearly, meaning that the Armenian leader should not be afraid of publicly stating that the current government of Azerbaijan is waging a war against Armenia that is very much in the spirit of ISIS."
2020-08-15 12:06:54+00:00,3,Twitter for iPhone,"Otherwise, we have a situation when the perpetrator of a war crime is turned into a victim on a TV-program with millions of views around the world, whilst the real criminal is stripped off responsibility by putting guilt on the ones who defended their homes."
2020-08-15 12:06:53+00:00,2,Twitter for iPhone,"All this must be repeatedly voiced at all venues, so as to not miss a single opportunity and not lose ground when Armenia is falsely accused of committing war crimes."
2020-08-15 12:06:53+00:00,3,Twitter for iPhone,"Also, beheading and glorification of the night murder of the Armenian officer Gurgen Margaryan by an Azerbaijani soldier during the 2004 NATO training “Partnership for Peace” in Budapest."
2020-08-15 12:06:52+00:00,2,Twitter for iPhone,"He should have brought up the atrocities committed by soldiers of Azerbaijan who joined the world-famous terrorist organization ISIS against the civilian population of Armenia, including murder of civilians and the elderly."
2020-08-15 12:06:52+00:00,3,Twitter for iPhone,"Moreover, he should have reminded about the murder, beheadings and tortures committed by the Azerbaijani troops at the beginning of the Artsakh war, as well as the recent executions in front of the civilized world during the April war."
2020-08-15 12:06:51+00:00,2,Twitter for iPhone,The Prime Minister had to react with clarity of mind and make sure the entire world knows that the Armenian armed forces have never committed such actions.
2020-08-15 12:06:51+00:00,3,Twitter for iPhone,"The reaction of @NikolPashinyan to the famous BBC interviewer Stephen Sackur, who directly accused Armenia of gross human rights violations and war crimes in Artsakh in the 1980s and 1990s and suggested that the Prime Minister should apologize for those, confused me greatly."
2020-08-15 12:06:51+00:00,21,Twitter for iPhone,Armenian armed forces have never committed war crimes in any military operation!
2020-08-15 06:32:10+00:00,1,Twitter Web App,"Շատ դեպքերում իշխանության քայլերի արդյունքում առաջանում են բազմաթիվ անիմաստ խնդիրներ, որոնք ռեսուրսների, դրական էներգիայի, ժամանակի և ոչ արդյունավետ աշխատանքի  պատճառ են դառնում

https://t.co/KfpLKFbpyg"
2020-08-15 06:20:01+00:00,2,Twitter Web App,"“Do the best you can until you know better. Then when you know better, do better.” - Maya Angelou"
2020-08-14 16:28:36+00:00,0,Twitter for iPhone,Այս անգամ պարգևավճարի փոխանցումն արձանագրելով` որոշեցինք այն փոխանցել Տավուշի մարզի «Պահապան զարգացման հիմնադրամ»-ին։
2020-08-14 16:28:36+00:00,0,Twitter for iPhone,"Իրականում անակնկալի եկանք պարգևավճարի փոխանցումն արձանագրելով, քանի որ համավարակի սկզբից մինչ օրս հրաժարվել էինք, իսկ պարգևավճարները փոխանցվել էին Կովիդի դեմ պայքարի հաշվեհամարին:"
2020-08-14 11:44:23+00:00,1,Twitter for iPhone,"Ափսոս, որ նման լավ պատասխան չհնչեց։ Մինչդեռ այս պատասխանը ևս մեկ անգամ կընդգծեր մեր ու Ադրբեջանի տարբերությունը, որտեղ բացառված է, որ ընդդիմությունը խորհրդարանական քննիչ հանձնաժողով ստեղծի նման հարցերով:"
2020-08-14 11:44:22+00:00,0,Twitter for iPhone,Քննիչ հանձնաժողովն օբյեկտիվորեն կուսումնասիրի կառավարության աշխատանքի արդյունավետությունը և կտա համապատասխան գնահատական:
2020-08-14 11:44:21+00:00,0,Twitter for iPhone,ուստի ընդդիմության կողմից արդեն Քննիչ հանձնաժողով է ստեղծվել որի միջոցով կվերհասկվի եւ կուսումնասիրվի Կորոնավիրուսի դեմ կառավարության մղած պայքարի արդյունավետությունը:
2020-08-14 11:44:21+00:00,0,Twitter for iPhone,"Կարծում եմ՝ շատ ավելի ճիշտ կլիներ, եթե Վարչապետը, «դեռ վաղ է գնահատական տալ» ասելու փոխարեն, պատասխաներ, որ Հայաստանի Հանրապետությունը ժողովրդավարական երկիր է,"
2020-08-14 11:44:21+00:00,0,Twitter for iPhone,"Հարցազրուցավարը նշեց, որ նույնիսկ տեղացիներն են պնդում, որ վիրուսի պատճառով մահացության մակարդակը վեց անգամ ավելի բարձր է Հայաստանում, քան հարևան Վրաստանում և Ադրբեջանում:"
